sweep,message_lam_delta_max_abs,belief_lam_delta_max_abs,message_lam_norm,belief_lam_norm
2431,0.000244140625,0.0002441415563225746,173205084.82497305,173205134.3040311
2432,0.00048828125,0.00048828101716935635,173205084.82497305,173205134.30403113
2433,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.3040311
2434,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.30403113
2435,0.00037233205512166023,0.00037227245047688484,173205084.82497305,173205134.3040311
2436,0.000244140625,0.00024414254585281014,173205084.82497305,173205134.3040311
2437,0.000244140625,0.0002441428368911147,173205084.82497305,173205134.3040311
2438,0.0002823610557243228,0.00028236897196620703,173205084.82497305,173205134.30403113
2439,0.0002823610557243228,0.00028237688820809126,173205084.82497305,173205134.3040311
2440,0.0002823610557243228,0.0002824492985382676,173205084.82497305,173205134.30403113
2441,0.0002169557847082615,0.00021698372438549995,173205084.82497305,173205134.30403113
2442,0.000244140625,0.00024414126528427005,173205084.82497305,173205134.30403113
2443,0.000244140625,0.00024414254585281014,173205084.82497305,173205134.3040311
2444,0.000732421875,0.000732421176508069,173205084.82497305,173205134.30403113
2445,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
2446,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
2447,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
2448,0.00048828125,0.0004882822395302355,173205084.82497305,173205134.3040311
2449,0.0003439438296481967,0.0003439580323174596,173205084.82497305,173205134.30403113
2450,0.000732421875,0.000732421875,173205084.82497305,173205134.30403113
2451,0.0007162758847698569,0.0007162633119150996,173205084.82497305,173205134.30403113
2452,0.00037233205512166023,0.0003723257686942816,173205084.82497305,173205134.3040311
2453,0.0003284392623754684,0.00032838361016729323,173205084.82497305,173205134.30403113
2454,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.30403113
2455,0.000244140625,0.00024414126528427005,173205084.82497305,173205134.3040311
2456,0.000244140625,0.0002441409742459655,173205084.82497305,173205134.30403113
2457,0.00021781876330351224,0.00021807208304380765,173205084.82497305,173205134.30403113
2458,0.000244140625,0.00024413748178631067,173205084.82497305,173205134.30403113
2459,0.000244140625,0.00024414248764514923,173205084.82497305,173205134.3040311
2460,0.000244140625,0.00024414254585281014,173205084.82497305,173205134.3040311
2461,0.000732421875,0.0007324210018850863,173205084.82497305,173205134.3040311
2462,0.000732421875,0.0007324243779294193,173205084.82497305,173205134.30403113
2463,0.000732421875,0.00073242123471573,173205084.82497305,173205134.30403113
2464,0.0007162758847698569,0.000716285896487534,173205084.82497305,173205134.3040311
2465,0.00043391482904553413,0.00043388153426349163,173205084.82497305,173205134.3040311
2466,0.0003284392623754684,0.0003283336117476665,173205084.82497305,173205134.30403113
2467,0.000732421875,0.0007324204198084772,173205084.82497305,173205134.3040311
2468,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
2469,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
2470,0.0003284392623754684,0.00032835230139482974,173205084.82497305,173205134.30403113
2471,0.000244140625,0.0002441422548145056,173205084.82497305,173205134.3040311
2472,0.00048828125,0.0004882815992459655,173205084.82497305,173205134.30403113
2473,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.30403113
2474,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.30403113
2475,0.00037233205512166023,0.00037227291613817215,173205084.82497305,173205134.3040311
2476,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.3040311
2477,0.000244140625,0.0002441423130221665,173205084.82497305,173205134.3040311
2478,0.0002823610557243228,0.00028236897196620703,173205084.82497305,173205134.3040311
2479,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.3040311
2480,0.0002823610557243228,0.0002824497641995549,173205084.82497305,173205134.30403113
2481,0.0002169557847082615,0.00021698325872421265,173205084.82497305,173205134.30403113
2482,0.000244140625,0.00024414167273789644,173205084.82497305,173205134.30403113
2483,0.000244140625,0.0002441428368911147,173205084.82497305,173205134.3040311
2484,0.000732421875,0.0007324215839616954,173205084.82497305,173205134.3040311
2485,0.0007162758847698569,0.000716219306923449,173205084.82497305,173205134.3040311
2486,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
2487,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
2488,0.00048828125,0.0004882820649072528,173205084.82497305,173205134.3040311
2489,0.0003439438296481967,0.0003439580323174596,173205084.82497305,173205134.30403113
2490,0.000732421875,0.0007324217003770173,173205084.82497305,173205134.30403113
2491,0.0007162758847698569,0.0007162637775763869,173205084.82497305,173205134.30403113
2492,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
2493,0.00032843926283021574,0.00032838325169848304,173205084.82497305,173205134.30403113
2494,0.000244140625,0.00024414248764514923,173205084.82497305,173205134.30403113
2495,0.000244140625,0.00024414161453023553,173205084.82497305,173205134.3040311
2496,0.000244140625,0.00024414132349193096,173205084.82497305,173205134.3040311
2497,0.00021781876330351224,0.00021807208304380765,173205084.82497305,173205134.30403113
2498,0.000244140625,0.00024413724895566702,173205084.82497305,173205134.3040311
2499,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
2500,0.000244140625,0.00024414178915321827,173205084.82497305,173205134.3040311
2501,0.000732421875,0.0007324208854697645,173205084.82497305,173205134.3040311
2502,0.000732421875,0.0007324249017983675,173205084.82497305,173205134.30403113
2503,0.000732421875,0.0007324219332076609,173205084.82497305,173205134.30403113
2504,0.0007162758847698569,0.0007162856636568904,173205084.82497305,173205134.30403113
2505,0.00043391482904553413,0.000433881301432848,173205084.82497305,173205134.30403113
2506,0.00032843926283021574,0.00032833330777748415,173205084.82497305,173205134.3040311
2507,0.000732421875,0.0007324204780161381,173205084.82497305,173205134.30403113
2508,0.0007162758847698569,0.0007162877591326833,173205084.82497305,173205134.30403113
2509,0.00037233205512166023,0.0003724100533872843,173205084.82497305,173205134.3040311
2510,0.00032843926283021574,0.0003283525058606074,173205084.82497305,173205134.30403113
2511,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
2512,0.00048828125,0.0004882816574536264,173205084.82497305,173205134.3040311
2513,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.30403113
2514,0.000244140625,0.0002441418473608792,173205084.82497305,173205134.3040311
2515,0.00037233205512166023,0.0003722726833075285,173205084.82497305,173205134.3040311
2516,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.3040311
2517,0.000244140625,0.000244143302552402,173205084.82497305,173205134.30403113
2518,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.30403113
2519,0.0002823610557243228,0.0002823775867000222,173205084.82497305,173205134.30403113
2520,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.3040311
2521,0.0002169557847082615,0.00021698372438549995,173205084.82497305,173205134.30403113
2522,0.000244140625,0.0002441413816995919,173205084.82497305,173205134.3040311
2523,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.3040311
2524,0.000732421875,0.00073242123471573,173205084.82497305,173205134.30403113
2525,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
2526,0.00037233205512166023,0.0003723448608070612,173205084.82497305,173205134.3040311
2527,0.00037233205512166023,0.000372336246073246,173205084.82497305,173205134.3040311
2528,0.00048828125,0.0004882818320766091,173205084.82497305,173205134.3040311
2529,0.0003439438296481967,0.0003439580323174596,173205084.82497305,173205134.30403113
2530,0.000732421875,0.0007324210600927472,173205084.82497305,173205134.3040311
2531,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.3040311
2532,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
2533,0.0003284392623754684,0.0003283831837705975,173205084.82497305,173205134.30403113
2534,0.000244140625,0.00024414254585281014,173205084.82497305,173205134.30403113
2535,0.000244140625,0.00024414120707660913,173205084.82497305,173205134.30403113
2536,0.000244140625,0.00024414132349193096,173205084.82497305,173205134.3040311
2537,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.30403113
2538,0.000244140625,0.00024413753999397159,173205084.82497305,173205134.3040311
2539,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.3040311
2540,0.000244140625,0.00024414178915321827,173205084.82497305,173205134.30403113
2541,0.000732421875,0.0007324211183004081,173205084.82497305,173205134.30403113
2542,0.000732421875,0.0007324250182136893,173205084.82497305,173205134.30403113
2543,0.000732421875,0.0007324218167923391,173205084.82497305,173205134.30403113
2544,0.0007162758847698569,0.0007162856636568904,173205084.82497305,173205134.30403113
2545,0.00043391482904553413,0.0004338817670941353,173205084.82497305,173205134.30403113
2546,0.00032843926283021574,0.00032833394433851026,173205084.82497305,173205134.30403113
2547,0.000732421875,0.0007324206526391208,173205084.82497305,173205134.30403113
2548,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
2549,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
2550,0.0003284392623754684,0.00032835278217646646,173205084.82497305,173205134.3040311
2551,0.000244140625,0.0002441424294374883,173205084.82497305,173205134.3040311
2552,0.00048828125,0.0004882815992459655,173205084.82497305,173205134.30403113
2553,0.0004993201000615954,0.0004993287147954106,173205084.82497305,173205134.3040311
2554,0.000244140625,0.00024414178915321827,173205084.82497305,173205134.30403113
2555,0.00037233205512166023,0.00037227291613817215,173205084.82497305,173205134.3040311
2556,0.000244140625,0.0002441428368911147,173205084.82497305,173205134.30403113
2557,0.000244140625,0.0002441427204757929,173205084.82497305,173205134.30403113
2558,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.3040311
2559,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.30403113
2560,0.0002823610557243228,0.0002824492985382676,173205084.82497305,173205134.30403113
2561,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.30403113
2562,0.000244140625,0.0002441410906612873,173205084.82497305,173205134.3040311
2563,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.3040311
2564,0.000732421875,0.0007324214675463736,173205084.82497305,173205134.3040311
2565,0.0007162758847698569,0.0007162197725847363,173205084.82497305,173205134.3040311
2566,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
2567,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
2568,0.00048828125,0.00048828189028427,173205084.82497305,173205134.3040311
2569,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.30403113
2570,0.000732421875,0.0007324218167923391,173205084.82497305,173205134.30403113
2571,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.3040311
2572,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
2573,0.00032843926283021574,0.0003283828631737151,173205084.82497305,173205134.30403113
2574,0.000244140625,0.00024414260406047106,173205084.82497305,173205134.30403113
2575,0.000244140625,0.0002441413816995919,173205084.82497305,173205134.3040311
2576,0.000244140625,0.0002441415563225746,173205084.82497305,173205134.30403113
2577,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.3040311
2578,0.000244140625,0.00024413730716332793,173205084.82497305,173205134.3040311
2579,0.000244140625,0.0002441422548145056,173205084.82497305,173205134.30403113
2580,0.000244140625,0.0002441414399072528,173205084.82497305,173205134.30403113
2581,0.000732421875,0.0007324203033931553,173205084.82497305,173205134.3040311
2582,0.000732421875,0.0007324243779294193,173205084.82497305,173205134.30403113
2583,0.000732421875,0.0007324214675463736,173205084.82497305,173205134.3040311
2584,0.0007162758847698569,0.000716285896487534,173205084.82497305,173205134.3040311
2585,0.00043391482904553413,0.00043388199992477894,173205084.82497305,173205134.30403113
2586,0.00032843926283021574,0.0003283339627131454,173205084.82497305,173205134.30403113
2587,0.000732421875,0.0007324203616008162,173205084.82497305,173205134.30403113
2588,0.0007162758847698569,0.0007162884576246142,173205084.82497305,173205134.30403113
2589,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
2590,0.00032843926283021574,0.0003283524982009567,173205084.82497305,173205134.30403113
2591,0.000244140625,0.0002441419055685401,173205084.82497305,173205134.3040311
2592,0.00048828125,0.00048828107537701726,173205084.82497305,173205134.30403113
2593,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.30403113
2594,0.000244140625,0.0002441420219838619,173205084.82497305,173205134.30403113
2595,0.00037233205512166023,0.0003722722176462412,173205084.82497305,173205134.3040311
2596,0.000244140625,0.0002441424294374883,173205084.82497305,173205134.3040311
2597,0.000244140625,0.00024414254585281014,173205084.82497305,173205134.3040311
2598,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.3040311
2599,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.30403113
2600,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
2601,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.3040311
2602,0.000244140625,0.00024414167273789644,173205084.82497305,173205134.3040311
2603,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.30403113
2604,0.000732421875,0.0007324219332076609,173205084.82497305,173205134.30403113
2605,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
2606,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
2607,0.00037233205512166023,0.0003723367117345333,173205084.82497305,173205134.3040311
2608,0.00048828125,0.0004882824723608792,173205084.82497305,173205134.3040311
2609,0.0003439438296481967,0.0003439580323174596,173205084.82497305,173205134.30403113
2610,0.000732421875,0.0007324215257540345,173205084.82497305,173205134.30403113
2611,0.0007162758847698569,0.0007162637775763869,173205084.82497305,173205134.30403113
2612,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
2613,0.00032843926283021574,0.000328383384726294,173205084.82497305,173205134.30403113
2614,0.000244140625,0.0002441432443447411,173205084.82497305,173205134.30403113
2615,0.000244140625,0.00024414173094555736,173205084.82497305,173205134.30403113
2616,0.000244140625,0.0002441409742459655,173205084.82497305,173205134.30403113
2617,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.30403113
2618,0.000244140625,0.00024413730716332793,173205084.82497305,173205134.3040311
2619,0.000244140625,0.0002441423712298274,173205084.82497305,173205134.3040311
2620,0.000244140625,0.0002441423130221665,173205084.82497305,173205134.3040311
2621,0.000732421875,0.0007324213511310518,173205084.82497305,173205134.30403113
2622,0.000732421875,0.0007324246107600629,173205084.82497305,173205134.30403113
2623,0.000732421875,0.000732421176508069,173205084.82497305,173205134.30403113
2624,0.0007162758847698569,0.000716285896487534,173205084.82497305,173205134.30403113
2625,0.00043391482904553413,0.0004338822327554226,173205084.82497305,173205134.30403113
2626,0.00032843926283021574,0.00032833329183290516,173205084.82497305,173205134.3040311
2627,0.000732421875,0.0007324206526391208,173205084.82497305,173205134.3040311
2628,0.0007162758847698569,0.0007162884576246142,173205084.82497305,173205134.30403113
2629,0.00037233205512166023,0.00037241075187921524,173205084.82497305,173205134.3040311
2630,0.00032843926283021574,0.00032835300335420925,173205084.82497305,173205134.30403113
2631,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
2632,0.00048828125,0.0004882814246229827,173205084.82497305,173205134.30403113
2633,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.3040311
2634,0.000244140625,0.00024414254585281014,173205084.82497305,173205134.30403113
2635,0.00037233205512166023,0.00037227245047688484,173205084.82497305,173205134.3040311
2636,0.000244140625,0.00024414306972175837,173205084.82497305,173205134.30403113
2637,0.000244140625,0.0002441427786834538,173205084.82497305,173205134.3040311
2638,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.30403113
2639,0.0002823610557243228,0.0002823771210387349,173205084.82497305,173205134.3040311
2640,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
2641,0.0002169557847082615,0.00021698372438549995,173205084.82497305,173205134.30403113
2642,0.000244140625,0.0002441410324536264,173205084.82497305,173205134.3040311
2643,0.000244140625,0.000244141963776201,173205084.82497305,173205134.3040311
2644,0.000732421875,0.0007324213511310518,173205084.82497305,173205134.3040311
2645,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
2646,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
2647,0.00037233205512166023,0.000372336246073246,173205084.82497305,173205134.3040311
2648,0.00048828125,0.0004882822395302355,173205084.82497305,173205134.3040311
2649,0.0003439438296481967,0.00034395826514810324,173205084.82497305,173205134.30403113
2650,0.000732421875,0.000732421176508069,173205084.82497305,173205134.3040311
2651,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.3040311
2652,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
2653,0.0003284392623754684,0.00032838322918848917,173205084.82497305,173205134.30403113
2654,0.000244140625,0.00024414295330643654,173205084.82497305,173205134.30403113
2655,0.000244140625,0.0002441414399072528,173205084.82497305,173205134.30403113
2656,0.000244140625,0.0002441409742459655,173205084.82497305,173205134.30403113
2657,0.00021781876330351224,0.00021807580833410611,173205084.82497305,173205134.3040311
2658,0.000244140625,0.00024413748178631067,173205084.82497305,173205134.3040311
2659,0.000244140625,0.0002441427204757929,173205084.82497305,173205134.3040311
2660,0.000244140625,0.0002441423712298274,173205084.82497305,173205134.30403113
2661,0.000732421875,0.0007324212929233909,173205084.82497305,173205134.3040311
2662,0.000732421875,0.0007324246689677238,173205084.82497305,173205134.3040311
2663,0.000732421875,0.0007324212929233909,173205084.82497305,173205134.3040311
2664,0.0007162758847698569,0.0007162861293181777,173205084.82497305,173205134.30403113
2665,0.00043391482904553413,0.00043388199992477894,173205084.82497305,173205134.3040311
2666,0.00032843926283021574,0.0003283338008515102,173205084.82497305,173205134.3040311
2667,0.000732421875,0.0007324204780161381,173205084.82497305,173205134.30403113
2668,0.0007162758847698569,0.0007162884576246142,173205084.82497305,173205134.30403113
2669,0.00037233205512166023,0.00037241075187921524,173205084.82497305,173205134.3040311
2670,0.00032843926283021574,0.00032835234752326414,173205084.82497305,173205134.30403113
2671,0.000244140625,0.0002441419055685401,173205084.82497305,173205134.3040311
2672,0.00048828125,0.0004882814246229827,173205084.82497305,173205134.30403113
2673,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.30403113
2674,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.3040311
2675,0.00037233205512166023,0.0003722726833075285,173205084.82497305,173205134.3040311
2676,0.000244140625,0.0002441431279294193,173205084.82497305,173205134.30403113
2677,0.000244140625,0.0002441431279294193,173205084.82497305,173205134.3040311
2678,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.3040311
2679,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.30403113
2680,0.0002823610557243228,0.0002824497641995549,173205084.82497305,173205134.30403113
2681,0.0002169557847082615,0.00021698372438549995,173205084.82497305,173205134.30403113
2682,0.000244140625,0.00024414120707660913,173205084.82497305,173205134.30403113
2683,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.3040311
2684,0.000732421875,0.0007324219332076609,173205084.82497305,173205134.30403113
2685,0.0007162758847698569,0.0007162197725847363,173205084.82497305,173205134.3040311
2686,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
2687,0.00037233205512166023,0.0003723367117345333,173205084.82497305,173205134.3040311
2688,0.00048828125,0.00048828189028427,173205084.82497305,173205134.3040311
2689,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.30403113
2690,0.000732421875,0.0007324214093387127,173205084.82497305,173205134.30403113
2691,0.0007162758847698569,0.0007162637775763869,173205084.82497305,173205134.30403113
2692,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
2693,0.00032843926283021574,0.0003283832253799801,173205084.82497305,173205134.3040311
2694,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.30403113
2695,0.000244140625,0.0002441410324536264,173205084.82497305,173205134.3040311
2696,0.000244140625,0.0002441411488689482,173205084.82497305,173205134.3040311
2697,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.3040311
2698,0.000244140625,0.00024413753999397159,173205084.82497305,173205134.3040311
2699,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.3040311
2700,0.000244140625,0.0002441424294374883,173205084.82497305,173205134.30403113
2701,0.000732421875,0.0007324213511310518,173205084.82497305,173205134.3040311
2702,0.000732421875,0.0007324247271753848,173205084.82497305,173205134.30403113
2703,0.000732421875,0.0007324210600927472,173205084.82497305,173205134.30403113
2704,0.0007162758847698569,0.0007162861293181777,173205084.82497305,173205134.30403113
2705,0.00043391482904553413,0.0004338822327554226,173205084.82497305,173205134.30403113
2706,0.00032843926283021574,0.00032833399245646433,173205084.82497305,173205134.30403113
2707,0.000732421875,0.0007324203033931553,173205084.82497305,173205134.30403113
2708,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
2709,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
2710,0.0003284392623754684,0.00032835190611990583,173205084.82497305,173205134.3040311
2711,0.000244140625,0.00024414178915321827,173205084.82497305,173205134.3040311
2712,0.00048828125,0.0004882813664153218,173205084.82497305,173205134.30403113
2713,0.0004993201000615954,0.0004993287147954106,173205084.82497305,173205134.3040311
2714,0.000244140625,0.0002441418473608792,173205084.82497305,173205134.3040311
2715,0.00037233205512166023,0.00037227291613817215,173205084.82497305,173205134.3040311
2716,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.30403113
2717,0.000244140625,0.00024414260406047106,173205084.82497305,173205134.30403113
2718,0.0002823610557243228,0.00028236897196620703,173205084.82497305,173205134.3040311
2719,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.30403113
2720,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
2721,0.0002169557847082615,0.00021698372438549995,173205084.82497305,173205134.30403113
2722,0.000244140625,0.00024414173094555736,173205084.82497305,173205134.3040311
2723,0.000244140625,0.00024414295330643654,173205084.82497305,173205134.3040311
2724,0.000732421875,0.0007324219332076609,173205084.82497305,173205134.30403113
2725,0.0007162758847698569,0.0007162197725847363,173205084.82497305,173205134.30403113
2726,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
2727,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
2728,0.00048828125,0.0004882820649072528,173205084.82497305,173205134.3040311
2729,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.30403113
2730,0.000732421875,0.0007324214675463736,173205084.82497305,173205134.3040311
2731,0.0007162758847698569,0.0007162640104070306,173205084.82497305,173205134.3040311
2732,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
2733,0.00032843926283021574,0.000328382751092704,173205084.82497305,173205134.30403113
2734,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.30403113
2735,0.000244140625,0.00024414173094555736,173205084.82497305,173205134.3040311
2736,0.000244140625,0.0002441413816995919,173205084.82497305,173205134.3040311
2737,0.00021781876330351224,0.00021807208304380765,173205084.82497305,173205134.3040311
2738,0.000244140625,0.00024413742357864976,173205084.82497305,173205134.3040311
2739,0.000244140625,0.0002441424294374883,173205084.82497305,173205134.3040311
2740,0.000244140625,0.0002441419055685401,173205084.82497305,173205134.30403113
2741,0.000732421875,0.0007324211183004081,173205084.82497305,173205134.3040311
2742,0.000732421875,0.0007324248435907066,173205084.82497305,173205134.30403113
2743,0.000732421875,0.0007324213511310518,173205084.82497305,173205134.30403113
2744,0.0007162758847698569,0.0007162861293181777,173205084.82497305,173205134.3040311
2745,0.00043391482904553413,0.0004338817670941353,173205084.82497305,173205134.30403113
2746,0.00032843926283021574,0.00032833348306837706,173205084.82497305,173205134.30403113
2747,0.000732421875,0.0007324203033931553,173205084.82497305,173205134.3040311
2748,0.0007162758847698569,0.0007162884576246142,173205084.82497305,173205134.30403113
2749,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
2750,0.00032843926283021574,0.0003283525593928971,173205084.82497305,173205134.30403113
2751,0.000244140625,0.0002441415563225746,173205084.82497305,173205134.3040311
2752,0.00048828125,0.00048828095896169543,173205084.82497305,173205134.30403113
2753,0.0004993201000615954,0.0004993287147954106,173205084.82497305,173205134.30403113
2754,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.30403113
2755,0.00037233205512166023,0.00037227245047688484,173205084.82497305,173205134.3040311
2756,0.000244140625,0.00024414295330643654,173205084.82497305,173205134.30403113
2757,0.000244140625,0.0002441431279294193,173205084.82497305,173205134.30403113
2758,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.3040311
2759,0.0002823610557243228,0.0002823771210387349,173205084.82497305,173205134.30403113
2760,0.0002823610557243228,0.0002824492985382676,173205084.82497305,173205134.30403113
2761,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.3040311
2762,0.000244140625,0.0002441415563225746,173205084.82497305,173205134.30403113
2763,0.000244140625,0.00024414260406047106,173205084.82497305,173205134.3040311
2764,0.000732421875,0.000732421875,173205084.82497305,173205134.30403113
2765,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
2766,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
2767,0.00037233205512166023,0.0003723367117345333,173205084.82497305,173205134.3040311
2768,0.00048828125,0.0004882820066995919,173205084.82497305,173205134.3040311
2769,0.0003439438296481967,0.00034395826514810324,173205084.82497305,173205134.30403113
2770,0.000732421875,0.0007324215839616954,173205084.82497305,173205134.3040311
2771,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.30403113
2772,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
2773,0.0003284392623754684,0.00032838332236906354,173205084.82497305,173205134.30403113
2774,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.30403113
2775,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.3040311
2776,0.000244140625,0.0002441418473608792,173205084.82497305,173205134.3040311
2777,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.30403113
2778,0.000244140625,0.0002441371907480061,173205084.82497305,173205134.3040311
2779,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.3040311
2780,0.000244140625,0.0002441420219838619,173205084.82497305,173205134.30403113
2781,0.000732421875,0.00073242123471573,173205084.82497305,173205134.30403113
2782,0.000732421875,0.0007324246107600629,173205084.82497305,173205134.30403113
2783,0.000732421875,0.0007324213511310518,173205084.82497305,173205134.3040311
2784,0.0007162758847698569,0.000716285896487534,173205084.82497305,173205134.30403113
2785,0.00043391482904553413,0.0004338817670941353,173205084.82497305,173205134.3040311
2786,0.00032843926283021574,0.0003283330243561977,173205084.82497305,173205134.30403113
2787,0.000732421875,0.0007324201869778335,173205084.82497305,173205134.3040311
2788,0.0007162758847698569,0.0007162879919633269,173205084.82497305,173205134.30403113
2789,0.00037233205512166023,0.0003724105190485716,173205084.82497305,173205134.3040311
2790,0.0003284392623754684,0.0003283523845283298,173205084.82497305,173205134.30403113
2791,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
2792,0.00048828125,0.000488281948491931,173205084.82497305,173205134.30403113
2793,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.30403113
2794,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.3040311
2795,0.00037233205512166023,0.00037227245047688484,173205084.82497305,173205134.3040311
2796,0.000244140625,0.0002441424294374883,173205084.82497305,173205134.30403113
2797,0.000244140625,0.0002441428368911147,173205084.82497305,173205134.3040311
2798,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.30403113
2799,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.30403113
2800,0.0002823610557243228,0.0002824497641995549,173205084.82497305,173205134.30403113
2801,0.0002169557847082615,0.0002169839572161436,173205084.82497305,173205134.30403113
2802,0.000244140625,0.0002441414981149137,173205084.82497305,173205134.3040311
