factor_id,factor_type,target_idx,target_var_id,other_idx,other_var_id
996,odometry,0,996,1,997
996,odometry,1,997,0,996
997,odometry,0,997,1,998
997,odometry,1,998,0,997
998,odometry,0,998,1,999
998,odometry,1,999,0,998
999,odometry,0,999,1,1000
999,odometry,1,1000,0,999
1000,odometry,0,1000,1,1001
1000,odometry,1,1001,0,1000
1001,odometry,0,1001,1,1002
1001,odometry,1,1002,0,1001
1002,odometry,0,1002,1,1003
1002,odometry,1,1003,0,1002
1003,odometry,0,1003,1,1004
1003,odometry,1,1004,0,1003
1004,odometry,0,1004,1,1005
1004,odometry,1,1005,0,1004
1005,odometry,0,1005,1,1006
1005,odometry,1,1006,0,1005
1006,odometry,0,1006,1,1007
1006,odometry,1,1007,0,1006
1007,odometry,0,1007,1,1008
1007,odometry,1,1008,0,1007
1008,odometry,0,1008,1,1009
1008,odometry,1,1009,0,1008
1009,odometry,0,1009,1,1010
1009,odometry,1,1010,0,1009
1010,odometry,0,1010,1,1011
1010,odometry,1,1011,0,1010
1011,odometry,0,1011,1,1012
1011,odometry,1,1012,0,1011
1012,odometry,0,1012,1,1013
1012,odometry,1,1013,0,1012
1013,odometry,0,1013,1,1014
1013,odometry,1,1014,0,1013
1014,odometry,0,1014,1,1015
1014,odometry,1,1015,0,1014
1015,odometry,0,1015,1,1016
1015,odometry,1,1016,0,1015
1016,odometry,0,1016,1,1017
1016,odometry,1,1017,0,1016
1017,odometry,0,1017,1,1018
1017,odometry,1,1018,0,1017
1018,odometry,0,1018,1,1019
1018,odometry,1,1019,0,1018
1019,odometry,0,1019,1,1020
1019,odometry,1,1020,0,1019
1020,odometry,0,1020,1,1021
1020,odometry,1,1021,0,1020
1021,odometry,0,1021,1,1022
1021,odometry,1,1022,0,1021
1022,odometry,0,1022,1,1023
1022,odometry,1,1023,0,1022
1023,odometry,0,1023,1,1024
1023,odometry,1,1024,0,1023
1024,odometry,0,1024,1,1025
1024,odometry,1,1025,0,1024
1025,odometry,0,1025,1,1026
1025,odometry,1,1026,0,1025
1026,odometry,0,1026,1,1027
1026,odometry,1,1027,0,1026
1027,odometry,0,1027,1,1028
1027,odometry,1,1028,0,1027
1028,odometry,0,1028,1,1029
1028,odometry,1,1029,0,1028
1029,odometry,0,1029,1,1030
1029,odometry,1,1030,0,1029
1030,odometry,0,1030,1,1031
1030,odometry,1,1031,0,1030
1031,odometry,0,1031,1,1032
1031,odometry,1,1032,0,1031
1032,odometry,0,1032,1,1033
1032,odometry,1,1033,0,1032
1033,odometry,0,1033,1,1034
1033,odometry,1,1034,0,1033
1034,odometry,0,1034,1,1035
1034,odometry,1,1035,0,1034
1035,odometry,0,1035,1,1036
1035,odometry,1,1036,0,1035
1036,odometry,0,1036,1,1037
1036,odometry,1,1037,0,1036
1037,odometry,0,1037,1,1038
1037,odometry,1,1038,0,1037
1038,odometry,0,1038,1,1039
1038,odometry,1,1039,0,1038
1039,odometry,0,1039,1,1040
1039,odometry,1,1040,0,1039
1040,odometry,0,1040,1,1041
1040,odometry,1,1041,0,1040
1041,odometry,0,1041,1,1042
1041,odometry,1,1042,0,1041
1042,odometry,0,1042,1,1043
1042,odometry,1,1043,0,1042
1043,odometry,0,1043,1,1044
1043,odometry,1,1044,0,1043
1044,odometry,0,1044,1,1045
1044,odometry,1,1045,0,1044
1045,odometry,0,1045,1,1046
1045,odometry,1,1046,0,1045
1046,odometry,0,1046,1,1047
1046,odometry,1,1047,0,1046
1047,odometry,0,1047,1,1048
1047,odometry,1,1048,0,1047
1048,odometry,0,1048,1,1049
1048,odometry,1,1049,0,1048
1049,odometry,0,1049,1,1050
1049,odometry,1,1050,0,1049
1050,odometry,0,1050,1,1051
1050,odometry,1,1051,0,1050
1051,odometry,0,1051,1,1052
1051,odometry,1,1052,0,1051
1052,odometry,0,1052,1,1053
1052,odometry,1,1053,0,1052
1053,odometry,0,1053,1,1054
1053,odometry,1,1054,0,1053
1054,odometry,0,1054,1,1055
1054,odometry,1,1055,0,1054
1055,odometry,0,1055,1,1056
1055,odometry,1,1056,0,1055
1056,odometry,0,1056,1,1057
1056,odometry,1,1057,0,1056
1057,odometry,0,1057,1,1058
1057,odometry,1,1058,0,1057
1058,odometry,0,1058,1,1059
1058,odometry,1,1059,0,1058
1059,odometry,0,1059,1,1060
1059,odometry,1,1060,0,1059
1060,odometry,0,1060,1,1061
1060,odometry,1,1061,0,1060
1061,odometry,0,1061,1,1062
1061,odometry,1,1062,0,1061
1062,odometry,0,1062,1,1063
1062,odometry,1,1063,0,1062
1063,odometry,0,1063,1,1064
1063,odometry,1,1064,0,1063
1064,odometry,0,1064,1,1065
1064,odometry,1,1065,0,1064
1065,odometry,0,1065,1,1066
1065,odometry,1,1066,0,1065
1066,odometry,0,1066,1,1067
1066,odometry,1,1067,0,1066
1067,odometry,0,1067,1,1068
1067,odometry,1,1068,0,1067
1068,odometry,0,1068,1,1069
1068,odometry,1,1069,0,1068
1069,odometry,0,1069,1,1070
1069,odometry,1,1070,0,1069
1070,odometry,0,1070,1,1071
1070,odometry,1,1071,0,1070
1071,odometry,0,1071,1,1072
1071,odometry,1,1072,0,1071
1072,odometry,0,1072,1,1073
1072,odometry,1,1073,0,1072
1073,odometry,0,1073,1,1074
1073,odometry,1,1074,0,1073
1074,odometry,0,1074,1,1075
1074,odometry,1,1075,0,1074
1075,odometry,0,1075,1,1076
1075,odometry,1,1076,0,1075
1076,odometry,0,1076,1,1077
1076,odometry,1,1077,0,1076
1077,odometry,0,1077,1,1078
1077,odometry,1,1078,0,1077
1078,odometry,0,1078,1,1079
1078,odometry,1,1079,0,1078
1079,odometry,0,1079,1,1080
1079,odometry,1,1080,0,1079
1080,odometry,0,1080,1,1081
1080,odometry,1,1081,0,1080
1081,odometry,0,1081,1,1082
1081,odometry,1,1082,0,1081
1082,odometry,0,1082,1,1083
1082,odometry,1,1083,0,1082
1083,odometry,0,1083,1,1084
1083,odometry,1,1084,0,1083
1084,odometry,0,1084,1,1085
1084,odometry,1,1085,0,1084
1085,odometry,0,1085,1,1086
1085,odometry,1,1086,0,1085
1086,odometry,0,1086,1,1087
1086,odometry,1,1087,0,1086
1087,odometry,0,1087,1,1088
1087,odometry,1,1088,0,1087
1088,odometry,0,1088,1,1089
1088,odometry,1,1089,0,1088
1089,odometry,0,1089,1,1090
1089,odometry,1,1090,0,1089
1090,odometry,0,1090,1,1091
1090,odometry,1,1091,0,1090
1091,odometry,0,1091,1,1092
1091,odometry,1,1092,0,1091
1092,odometry,0,1092,1,1093
1092,odometry,1,1093,0,1092
1093,odometry,0,1093,1,1094
1093,odometry,1,1094,0,1093
1094,odometry,0,1094,1,1095
1094,odometry,1,1095,0,1094
1095,odometry,0,1095,1,1096
1095,odometry,1,1096,0,1095
1096,odometry,0,1096,1,1097
1096,odometry,1,1097,0,1096
1097,odometry,0,1097,1,1098
1097,odometry,1,1098,0,1097
1098,odometry,0,1098,1,1099
1098,odometry,1,1099,0,1098
1099,odometry,0,1099,1,1100
1099,odometry,1,1100,0,1099
1100,odometry,0,1100,1,1101
1100,odometry,1,1101,0,1100
1101,odometry,0,1101,1,1102
1101,odometry,1,1102,0,1101
1102,odometry,0,1102,1,1103
1102,odometry,1,1103,0,1102
1103,odometry,0,1103,1,1104
1103,odometry,1,1104,0,1103
1104,odometry,0,1104,1,1105
1104,odometry,1,1105,0,1104
1105,odometry,0,1105,1,1106
1105,odometry,1,1106,0,1105
1106,odometry,0,1106,1,1107
1106,odometry,1,1107,0,1106
1107,odometry,0,1107,1,1108
1107,odometry,1,1108,0,1107
1108,odometry,0,1108,1,1109
1108,odometry,1,1109,0,1108
1109,odometry,0,1109,1,1110
1109,odometry,1,1110,0,1109
1110,odometry,0,1110,1,1111
1110,odometry,1,1111,0,1110
1111,odometry,0,1111,1,1112
1111,odometry,1,1112,0,1111
1112,odometry,0,1112,1,1113
1112,odometry,1,1113,0,1112
1113,odometry,0,1113,1,1114
1113,odometry,1,1114,0,1113
1114,odometry,0,1114,1,1115
1114,odometry,1,1115,0,1114
1115,odometry,0,1115,1,1116
1115,odometry,1,1116,0,1115
1116,odometry,0,1116,1,1117
1116,odometry,1,1117,0,1116
1117,odometry,0,1117,1,1118
1117,odometry,1,1118,0,1117
1118,odometry,0,1118,1,1119
1118,odometry,1,1119,0,1118
1119,odometry,0,1119,1,1120
1119,odometry,1,1120,0,1119
1120,odometry,0,1120,1,1121
1120,odometry,1,1121,0,1120
1121,odometry,0,1121,1,1122
1121,odometry,1,1122,0,1121
1122,odometry,0,1122,1,1123
1122,odometry,1,1123,0,1122
1123,odometry,0,1123,1,1124
1123,odometry,1,1124,0,1123
1124,odometry,0,1124,1,1125
1124,odometry,1,1125,0,1124
1125,odometry,0,1125,1,1126
1125,odometry,1,1126,0,1125
1126,odometry,0,1126,1,1127
1126,odometry,1,1127,0,1126
1127,odometry,0,1127,1,1128
1127,odometry,1,1128,0,1127
1128,odometry,0,1128,1,1129
1128,odometry,1,1129,0,1128
1129,odometry,0,1129,1,1130
1129,odometry,1,1130,0,1129
1130,odometry,0,1130,1,1131
1130,odometry,1,1131,0,1130
1131,odometry,0,1131,1,1132
1131,odometry,1,1132,0,1131
1132,odometry,0,1132,1,1133
1132,odometry,1,1133,0,1132
1133,odometry,0,1133,1,1134
1133,odometry,1,1134,0,1133
1134,odometry,0,1134,1,1135
1134,odometry,1,1135,0,1134
1135,odometry,0,1135,1,1136
1135,odometry,1,1136,0,1135
1136,odometry,0,1136,1,1137
1136,odometry,1,1137,0,1136
1137,odometry,0,1137,1,1138
1137,odometry,1,1138,0,1137
1138,odometry,0,1138,1,1139
1138,odometry,1,1139,0,1138
1139,odometry,0,1139,1,1140
1139,odometry,1,1140,0,1139
1140,odometry,0,1140,1,1141
1140,odometry,1,1141,0,1140
1141,odometry,0,1141,1,1142
1141,odometry,1,1142,0,1141
1142,odometry,0,1142,1,1143
1142,odometry,1,1143,0,1142
1143,odometry,0,1143,1,1144
1143,odometry,1,1144,0,1143
1144,odometry,0,1144,1,1145
1144,odometry,1,1145,0,1144
1145,odometry,0,1145,1,1146
1145,odometry,1,1146,0,1145
1146,odometry,0,1146,1,1147
1146,odometry,1,1147,0,1146
1147,odometry,0,1147,1,1148
1147,odometry,1,1148,0,1147
1148,odometry,0,1148,1,1149
1148,odometry,1,1149,0,1148
1149,odometry,0,1149,1,1150
1149,odometry,1,1150,0,1149
1150,odometry,0,1150,1,1151
1150,odometry,1,1151,0,1150
1151,odometry,0,1151,1,1152
1151,odometry,1,1152,0,1151
1152,odometry,0,1152,1,1153
1152,odometry,1,1153,0,1152
1153,odometry,0,1153,1,1154
1153,odometry,1,1154,0,1153
1154,odometry,0,1154,1,1155
1154,odometry,1,1155,0,1154
1155,odometry,0,1155,1,1156
1155,odometry,1,1156,0,1155
1156,odometry,0,1156,1,1157
1156,odometry,1,1157,0,1156
1157,odometry,0,1157,1,1158
1157,odometry,1,1158,0,1157
1158,odometry,0,1158,1,1159
1158,odometry,1,1159,0,1158
1159,odometry,0,1159,1,1160
1159,odometry,1,1160,0,1159
1160,odometry,0,1160,1,1161
1160,odometry,1,1161,0,1160
1161,odometry,0,1161,1,1162
1161,odometry,1,1162,0,1161
1162,odometry,0,1162,1,1163
1162,odometry,1,1163,0,1162
1163,odometry,0,1163,1,1164
1163,odometry,1,1164,0,1163
1164,odometry,0,1164,1,1165
1164,odometry,1,1165,0,1164
1165,odometry,0,1165,1,1166
1165,odometry,1,1166,0,1165
1166,odometry,0,1166,1,1167
1166,odometry,1,1167,0,1166
1167,odometry,0,1167,1,1168
1167,odometry,1,1168,0,1167
1168,odometry,0,1168,1,1169
1168,odometry,1,1169,0,1168
1169,odometry,0,1169,1,1170
1169,odometry,1,1170,0,1169
1170,odometry,0,1170,1,1171
1170,odometry,1,1171,0,1170
1171,odometry,0,1171,1,1172
1171,odometry,1,1172,0,1171
1172,odometry,0,1172,1,1173
1172,odometry,1,1173,0,1172
1173,odometry,0,1173,1,1174
1173,odometry,1,1174,0,1173
1174,odometry,0,1174,1,1175
1174,odometry,1,1175,0,1174
1175,odometry,0,1175,1,1176
1175,odometry,1,1176,0,1175
1176,odometry,0,1176,1,1177
1176,odometry,1,1177,0,1176
1177,odometry,0,1177,1,1178
1177,odometry,1,1178,0,1177
1178,odometry,0,1178,1,1179
1178,odometry,1,1179,0,1178
1179,odometry,0,1179,1,1180
1179,odometry,1,1180,0,1179
1180,odometry,0,1180,1,1181
1180,odometry,1,1181,0,1180
1181,odometry,0,1181,1,1182
1181,odometry,1,1182,0,1181
1182,odometry,0,1182,1,1183
1182,odometry,1,1183,0,1182
1183,odometry,0,1183,1,1184
1183,odometry,1,1184,0,1183
1184,odometry,0,1184,1,1185
1184,odometry,1,1185,0,1184
1185,odometry,0,1185,1,1186
1185,odometry,1,1186,0,1185
1186,odometry,0,1186,1,1187
1186,odometry,1,1187,0,1186
1187,odometry,0,1187,1,1188
1187,odometry,1,1188,0,1187
1188,odometry,0,1188,1,1189
1188,odometry,1,1189,0,1188
1189,odometry,0,1189,1,1190
1189,odometry,1,1190,0,1189
1190,odometry,0,1190,1,1191
1190,odometry,1,1191,0,1190
1191,odometry,0,1191,1,1192
1191,odometry,1,1192,0,1191
1192,odometry,0,1192,1,1193
1192,odometry,1,1193,0,1192
1193,odometry,0,1193,1,1194
1193,odometry,1,1194,0,1193
1194,odometry,0,1194,1,1195
1194,odometry,1,1195,0,1194
1195,odometry,0,1195,1,1196
1195,odometry,1,1196,0,1195
1196,odometry,0,1196,1,1197
1196,odometry,1,1197,0,1196
1197,odometry,0,1197,1,1198
1197,odometry,1,1198,0,1197
1198,odometry,0,1198,1,1199
1198,odometry,1,1199,0,1198
1199,odometry,0,1199,1,1200
1199,odometry,1,1200,0,1199
1200,odometry,0,1200,1,1201
1200,odometry,1,1201,0,1200
1201,odometry,0,1201,1,1202
1201,odometry,1,1202,0,1201
1202,odometry,0,1202,1,1203
1202,odometry,1,1203,0,1202
1203,odometry,0,1203,1,1204
1203,odometry,1,1204,0,1203
1204,odometry,0,1204,1,1205
1204,odometry,1,1205,0,1204
1205,odometry,0,1205,1,1206
1205,odometry,1,1206,0,1205
1206,odometry,0,1206,1,1207
1206,odometry,1,1207,0,1206
1207,odometry,0,1207,1,1208
1207,odometry,1,1208,0,1207
1208,odometry,0,1208,1,1209
1208,odometry,1,1209,0,1208
1209,odometry,0,1209,1,1210
1209,odometry,1,1210,0,1209
1210,odometry,0,1210,1,1211
1210,odometry,1,1211,0,1210
1211,odometry,0,1211,1,1212
1211,odometry,1,1212,0,1211
1212,odometry,0,1212,1,1213
1212,odometry,1,1213,0,1212
1213,odometry,0,1213,1,1214
1213,odometry,1,1214,0,1213
1214,odometry,0,1214,1,1215
1214,odometry,1,1215,0,1214
1215,odometry,0,1215,1,1216
1215,odometry,1,1216,0,1215
1216,odometry,0,1216,1,1217
1216,odometry,1,1217,0,1216
1217,odometry,0,1217,1,1218
1217,odometry,1,1218,0,1217
1218,odometry,0,1218,1,1219
1218,odometry,1,1219,0,1218
1219,odometry,0,1219,1,1220
1219,odometry,1,1220,0,1219
1220,odometry,0,1220,1,1221
1220,odometry,1,1221,0,1220
1221,odometry,0,1221,1,1222
1221,odometry,1,1222,0,1221
1222,odometry,0,1222,1,1223
1222,odometry,1,1223,0,1222
1223,odometry,0,1223,1,1224
1223,odometry,1,1224,0,1223
1224,odometry,0,1224,1,1225
1224,odometry,1,1225,0,1224
1225,odometry,0,1225,1,1226
1225,odometry,1,1226,0,1225
1226,odometry,0,1226,1,1227
1226,odometry,1,1227,0,1226
1227,loop,0,19,1,166
1227,loop,1,166,0,19
1228,loop,0,19,1,172
1228,loop,1,172,0,19
1229,loop,0,25,1,172
1229,loop,1,172,0,25
1230,loop,0,25,1,178
1230,loop,1,178,0,25
1231,loop,0,32,1,178
1231,loop,1,178,0,32
1232,loop,0,32,1,183
1232,loop,1,183,0,32
1233,loop,0,44,1,189
1233,loop,1,189,0,44
1234,loop,0,44,1,195
1234,loop,1,195,0,44
1235,loop,0,50,1,195
1235,loop,1,195,0,50
1236,loop,0,50,1,201
1236,loop,1,201,0,50
1237,loop,0,50,1,203
1237,loop,1,203,0,50
1238,loop,0,61,1,203
1238,loop,1,203,0,61
1239,loop,0,61,1,209
1239,loop,1,209,0,61
1240,loop,0,67,1,209
1240,loop,1,209,0,67
1241,loop,0,67,1,220
1241,loop,1,220,0,67
1242,loop,0,81,1,220
1242,loop,1,220,0,81
1243,loop,0,81,1,226
1243,loop,1,226,0,81
1244,loop,0,87,1,226
1244,loop,1,226,0,87
1245,loop,0,87,1,231
1245,loop,1,231,0,87
1246,loop,0,94,1,231
1246,loop,1,231,0,94
1247,loop,0,94,1,241
1247,loop,1,241,0,94
1248,loop,0,101,1,241
1248,loop,1,241,0,101
1249,loop,0,101,1,247
1249,loop,1,247,0,101
1250,loop,0,107,1,247
1250,loop,1,247,0,107
1251,loop,0,107,1,254
1251,loop,1,254,0,107
1252,loop,0,107,1,256
1252,loop,1,256,0,107
1253,loop,0,107,1,258
1253,loop,1,258,0,107
1254,loop,0,114,1,254
1254,loop,1,254,0,114
1255,loop,0,114,1,256
1255,loop,1,256,0,114
1256,loop,0,114,1,258
1256,loop,1,258,0,114
1257,loop,0,121,1,266
1257,loop,1,266,0,121
1258,loop,0,126,1,266
1258,loop,1,266,0,126
1259,loop,0,126,1,272
1259,loop,1,272,0,126
1260,loop,0,132,1,272
1260,loop,1,272,0,132
1261,loop,0,132,1,278
1261,loop,1,278,0,132
1262,loop,0,138,1,278
1262,loop,1,278,0,138
1263,loop,0,138,1,284
1263,loop,1,284,0,138
1264,loop,0,151,1,284
1264,loop,1,284,0,151
1265,loop,0,151,1,291
1265,loop,1,291,0,151
1266,loop,0,151,1,297
1266,loop,1,297,0,151
1267,loop,0,19,1,305
1267,loop,1,305,0,19
1268,loop,0,19,1,315
1268,loop,1,315,0,19
1269,loop,0,19,1,337
1269,loop,1,337,0,19
1270,loop,0,19,1,342
1270,loop,1,342,0,19
1271,loop,0,19,1,1016
1271,loop,1,1016,0,19
1272,loop,0,25,1,315
1272,loop,1,315,0,25
1273,loop,0,25,1,337
1273,loop,1,337,0,25
1274,loop,0,25,1,342
1274,loop,1,342,0,25
1275,loop,0,25,1,367
1275,loop,1,367,0,25
1276,loop,0,25,1,374
1276,loop,1,374,0,25
1277,loop,0,25,1,1008
1277,loop,1,1008,0,25
1278,loop,0,25,1,1010
1278,loop,1,1010,0,25
1279,loop,0,32,1,367
1279,loop,1,367,0,32
1280,loop,0,32,1,374
1280,loop,1,374,0,32
1281,loop,0,32,1,382
1281,loop,1,382,0,32
1282,loop,0,32,1,387
1282,loop,1,387,0,32
1283,loop,0,32,1,1003
1283,loop,1,1003,0,32
1284,loop,0,32,1,1008
1284,loop,1,1008,0,32
1285,loop,0,32,1,1010
1285,loop,1,1010,0,32
1286,loop,0,44,1,437
1286,loop,1,437,0,44
1287,loop,0,44,1,454
1287,loop,1,454,0,44
1288,loop,0,44,1,467
1288,loop,1,467,0,44
1289,loop,0,44,1,494
1289,loop,1,494,0,44
1290,loop,0,44,1,988
1290,loop,1,988,0,44
1291,loop,0,44,1,994
1291,loop,1,994,0,44
1292,loop,0,50,1,467
1292,loop,1,467,0,50
1293,loop,0,50,1,494
1293,loop,1,494,0,50
1294,loop,0,50,1,500
1294,loop,1,500,0,50
1295,loop,0,50,1,982
1295,loop,1,982,0,50
1296,loop,0,50,1,988
1296,loop,1,988,0,50
1297,loop,0,61,1,508
1297,loop,1,508,0,61
1298,loop,0,61,1,522
1298,loop,1,522,0,61
1299,loop,0,61,1,528
1299,loop,1,528,0,61
1300,loop,0,61,1,976
1300,loop,1,976,0,61
1301,loop,0,61,1,982
1301,loop,1,982,0,61
1302,loop,0,67,1,528
1302,loop,1,528,0,67
1303,loop,0,67,1,532
1303,loop,1,532,0,67
1304,loop,0,67,1,556
1304,loop,1,556,0,67
1305,loop,0,67,1,564
1305,loop,1,564,0,67
1306,loop,0,67,1,567
1306,loop,1,567,0,67
1307,loop,0,67,1,570
1307,loop,1,570,0,67
1308,loop,0,67,1,965
1308,loop,1,965,0,67
1309,loop,0,67,1,976
1309,loop,1,976,0,67
1310,loop,0,81,1,528
1310,loop,1,528,0,81
1311,loop,0,81,1,532
1311,loop,1,532,0,81
1312,loop,0,81,1,564
1312,loop,1,564,0,81
1313,loop,0,81,1,567
1313,loop,1,567,0,81
1314,loop,0,81,1,570
1314,loop,1,570,0,81
1315,loop,0,81,1,575
1315,loop,1,575,0,81
1316,loop,0,81,1,588
1316,loop,1,588,0,81
1317,loop,0,81,1,959
1317,loop,1,959,0,81
1318,loop,0,81,1,965
1318,loop,1,965,0,81
1319,loop,0,87,1,588
1319,loop,1,588,0,87
1320,loop,0,87,1,597
1320,loop,1,597,0,87
1321,loop,0,87,1,604
1321,loop,1,604,0,87
1322,loop,0,87,1,953
1322,loop,1,953,0,87
1323,loop,0,87,1,959
1323,loop,1,959,0,87
1324,loop,0,94,1,597
1324,loop,1,597,0,94
1325,loop,0,94,1,604
1325,loop,1,604,0,94
1326,loop,0,94,1,616
1326,loop,1,616,0,94
1327,loop,0,94,1,632
1327,loop,1,632,0,94
1328,loop,0,94,1,637
1328,loop,1,637,0,94
1329,loop,0,94,1,947
1329,loop,1,947,0,94
1330,loop,0,94,1,953
1330,loop,1,953,0,94
1331,loop,0,101,1,637
1331,loop,1,637,0,101
1332,loop,0,101,1,642
1332,loop,1,642,0,101
1333,loop,0,101,1,645
1333,loop,1,645,0,101
1334,loop,0,101,1,657
1334,loop,1,657,0,101
1335,loop,0,101,1,663
1335,loop,1,663,0,101
1336,loop,0,101,1,665
1336,loop,1,665,0,101
1337,loop,0,101,1,939
1337,loop,1,939,0,101
1338,loop,0,101,1,944
1338,loop,1,944,0,101
1339,loop,0,101,1,947
1339,loop,1,947,0,101
1340,loop,0,101,1,1138
1340,loop,1,1138,0,101
1341,loop,0,101,1,1188
1341,loop,1,1188,0,101
1342,loop,0,107,1,642
1342,loop,1,642,0,107
1343,loop,0,107,1,645
1343,loop,1,645,0,107
1344,loop,0,107,1,663
1344,loop,1,663,0,107
1345,loop,0,107,1,665
1345,loop,1,665,0,107
1346,loop,0,107,1,680
1346,loop,1,680,0,107
1347,loop,0,107,1,683
1347,loop,1,683,0,107
1348,loop,0,107,1,704
1348,loop,1,704,0,107
1349,loop,0,107,1,714
1349,loop,1,714,0,107
1350,loop,0,107,1,730
1350,loop,1,730,0,107
1351,loop,0,107,1,929
1351,loop,1,929,0,107
1352,loop,0,107,1,935
1352,loop,1,935,0,107
1353,loop,0,107,1,939
1353,loop,1,939,0,107
1354,loop,0,107,1,1147
1354,loop,1,1147,0,107
1355,loop,0,107,1,1150
1355,loop,1,1150,0,107
1356,loop,0,114,1,663
1356,loop,1,663,0,114
1357,loop,0,114,1,665
1357,loop,1,665,0,114
1358,loop,0,114,1,683
1358,loop,1,683,0,114
1359,loop,0,114,1,704
1359,loop,1,704,0,114
1360,loop,0,114,1,714
1360,loop,1,714,0,114
1361,loop,0,114,1,730
1361,loop,1,730,0,114
1362,loop,0,114,1,929
1362,loop,1,929,0,114
1363,loop,0,114,1,935
1363,loop,1,935,0,114
1364,loop,0,114,1,1147
1364,loop,1,1147,0,114
1365,loop,0,114,1,1150
1365,loop,1,1150,0,114
1366,loop,0,114,1,1158
1366,loop,1,1158,0,114
1367,loop,0,114,1,1175
1367,loop,1,1175,0,114
1368,loop,0,121,1,754
1368,loop,1,754,0,121
1369,loop,0,121,1,759
1369,loop,1,759,0,121
1370,loop,0,121,1,923
1370,loop,1,923,0,121
1371,loop,0,121,1,1158
1371,loop,1,1158,0,121
1372,loop,0,121,1,1164
1372,loop,1,1164,0,121
1373,loop,0,121,1,1175
1373,loop,1,1175,0,121
1374,loop,0,126,1,754
1374,loop,1,754,0,126
1375,loop,0,126,1,759
1375,loop,1,759,0,126
1376,loop,0,126,1,762
1376,loop,1,762,0,126
1377,loop,0,126,1,923
1377,loop,1,923,0,126
1378,loop,0,126,1,1164
1378,loop,1,1164,0,126
1379,loop,0,132,1,762
1379,loop,1,762,0,132
1380,loop,0,132,1,778
1380,loop,1,778,0,132
1381,loop,0,132,1,792
1381,loop,1,792,0,132
1382,loop,0,132,1,800
1382,loop,1,800,0,132
1383,loop,0,132,1,907
1383,loop,1,907,0,132
1384,loop,0,132,1,911
1384,loop,1,911,0,132
1385,loop,0,132,1,1084
1385,loop,1,1084,0,132
1386,loop,0,138,1,800
1386,loop,1,800,0,138
1387,loop,0,138,1,806
1387,loop,1,806,0,138
1388,loop,0,138,1,821
1388,loop,1,821,0,138
1389,loop,0,138,1,823
1389,loop,1,823,0,138
1390,loop,0,138,1,903
1390,loop,1,903,0,138
1391,loop,0,138,1,904
1391,loop,1,904,0,138
1392,loop,0,138,1,907
1392,loop,1,907,0,138
1393,loop,0,151,1,828
1393,loop,1,828,0,151
1394,loop,0,151,1,847
1394,loop,1,847,0,151
1395,loop,0,151,1,855
1395,loop,1,855,0,151
1396,loop,0,151,1,895
1396,loop,1,895,0,151
1397,loop,0,151,1,897
1397,loop,1,897,0,151
1398,loop,0,151,1,1029
1398,loop,1,1029,0,151
1399,loop,0,157,1,297
1399,loop,1,297,0,157
1400,loop,0,157,1,305
1400,loop,1,305,0,157
1401,loop,0,157,1,1029
1401,loop,1,1029,0,157
1402,loop,0,157,1,1217
1402,loop,1,1217,0,157
1403,loop,0,163,1,297
1403,loop,1,297,0,163
1404,loop,0,163,1,305
1404,loop,1,305,0,163
1405,loop,0,163,1,1029
1405,loop,1,1029,0,163
1406,loop,0,163,1,1217
1406,loop,1,1217,0,163
1407,loop,0,166,1,297
1407,loop,1,297,0,166
1408,loop,0,166,1,305
1408,loop,1,305,0,166
1409,loop,0,166,1,1016
1409,loop,1,1016,0,166
1410,loop,0,166,1,1029
1410,loop,1,1029,0,166
1411,loop,0,172,1,305
1411,loop,1,305,0,172
1412,loop,0,172,1,315
1412,loop,1,315,0,172
1413,loop,0,172,1,328
1413,loop,1,328,0,172
1414,loop,0,172,1,337
1414,loop,1,337,0,172
1415,loop,0,172,1,342
1415,loop,1,342,0,172
1416,loop,0,172,1,1010
1416,loop,1,1010,0,172
1417,loop,0,172,1,1016
1417,loop,1,1016,0,172
1418,loop,0,178,1,342
1418,loop,1,342,0,178
1419,loop,0,178,1,367
1419,loop,1,367,0,178
1420,loop,0,178,1,374
1420,loop,1,374,0,178
1421,loop,0,178,1,1003
1421,loop,1,1003,0,178
1422,loop,0,178,1,1008
1422,loop,1,1008,0,178
1423,loop,0,178,1,1010
1423,loop,1,1010,0,178
1424,loop,0,183,1,367
1424,loop,1,367,0,183
1425,loop,0,183,1,374
1425,loop,1,374,0,183
1426,loop,0,183,1,382
1426,loop,1,382,0,183
1427,loop,0,183,1,387
1427,loop,1,387,0,183
1428,loop,0,183,1,1003
1428,loop,1,1003,0,183
1429,loop,0,183,1,1008
1429,loop,1,1008,0,183
1430,loop,0,189,1,400
1430,loop,1,400,0,189
1431,loop,0,189,1,414
1431,loop,1,414,0,189
1432,loop,0,189,1,454
1432,loop,1,454,0,189
1433,loop,0,189,1,994
1433,loop,1,994,0,189
1434,loop,0,195,1,437
1434,loop,1,437,0,195
1435,loop,0,195,1,467
1435,loop,1,467,0,195
1436,loop,0,195,1,484
1436,loop,1,484,0,195
1437,loop,0,195,1,494
1437,loop,1,494,0,195
1438,loop,0,195,1,988
1438,loop,1,988,0,195
1439,loop,0,195,1,994
1439,loop,1,994,0,195
1440,loop,0,201,1,494
1440,loop,1,494,0,201
1441,loop,0,201,1,500
1441,loop,1,500,0,201
1442,loop,0,201,1,982
1442,loop,1,982,0,201
1443,loop,0,201,1,988
